run_id,seed,iteration,best_fitness,window_size,window_std,trigger_candidate,diagnostics_invoked,diagnosis_status,diagnosis_pred_delta,diagnosis_fidelity,rescue_applied,cooldown_counter
2,2,1,9980.04478231577,1,nan,False,False,NONE,nan,nan,False,0
2,2,2,8307.831886812563,2,836.1064477516038,False,False,NONE,nan,nan,False,0
2,2,3,6181.319932846462,3,1554.515270652401,False,False,NONE,nan,nan,False,0
2,2,4,6158.87673256761,4,1600.165943676515,False,False,NONE,nan,nan,False,0
2,2,5,6076.183781095959,5,1564.6951457207997,False,False,NONE,nan,nan,False,0
2,2,6,5864.273784551584,6,1530.7000448685576,False,False,NONE,nan,nan,False,0
2,2,7,5476.203118458516,7,1526.1399514728937,False,False,NONE,nan,nan,False,0
2,2,8,4971.475046695283,8,1558.6902103435718,False,False,NONE,nan,nan,False,0
2,2,9,4837.767759259086,9,1573.455176543555,False,False,NONE,nan,nan,False,0
2,2,10,4842.697615717933,10,1566.66342378784,False,False,NONE,nan,nan,False,0
2,2,11,4849.602800216828,11,1548.535984429803,False,False,NONE,nan,nan,False,0
2,2,12,4863.990858021607,12,1524.0147627945973,False,False,NONE,nan,nan,False,0
2,2,13,4803.764044395625,13,1500.4855676894736,False,False,NONE,nan,nan,False,0
2,2,14,4698.189975837764,14,1480.8256478854748,False,False,NONE,nan,nan,False,0
2,2,15,4701.304302011538,15,1459.0689281320476,False,False,NONE,nan,nan,False,0
2,2,16,4625.833865170228,16,1439.827048058553,False,False,NONE,nan,nan,False,0
2,2,17,4611.318096409608,17,1420.2358296150082,False,False,NONE,nan,nan,False,0
2,2,18,4611.643800017637,18,1400.111202467546,False,False,NONE,nan,nan,False,0
2,2,19,4617.7999507366,19,1379.6446580031677,False,False,NONE,nan,nan,False,0
2,2,20,4489.664848967068,20,1363.7119186368461,False,False,NONE,nan,nan,False,0
2,2,21,4389.665773751232,20,909.7560807066232,False,False,NONE,nan,nan,False,0
2,2,22,4392.691098338921,20,581.8836960989926,False,False,NONE,nan,nan,False,0
2,2,23,4361.96994050154,20,530.5435429506916,False,False,NONE,nan,nan,False,0
2,2,24,4361.40935694292,20,459.2013115380332,False,False,NONE,nan,nan,False,0
2,2,25,4365.266379538398,20,367.9577569561641,False,False,NONE,nan,nan,False,0
2,2,26,4367.855194294908,20,270.2681626346141,False,False,NONE,nan,nan,False,0
2,2,27,4324.2651026260555,20,205.63326455434117,False,False,NONE,nan,nan,False,0
2,2,28,4316.944590076776,20,196.4915155859466,False,False,NONE,nan,nan,False,0
2,2,29,4279.138674419486,20,196.38676843283142,False,False,NONE,nan,nan,False,0
2,2,30,4257.013683686915,20,193.26833209781125,False,False,NONE,nan,nan,False,0
2,2,31,4143.326506009511,20,193.33137019753244,False,False,NONE,nan,nan,False,0
2,2,32,4142.055969099171,20,185.3395290234743,False,False,NONE,nan,nan,False,0
2,2,33,4146.05036941536,20,176.5626777649593,False,False,NONE,nan,nan,False,0
2,2,34,4149.353768100104,20,172.26382893644734,False,False,NONE,nan,nan,False,0
2,2,35,4150.163448617295,20,162.92709330885097,False,False,NONE,nan,nan,False,0
2,2,36,4146.731574594052,20,156.46355981321764,False,False,NONE,nan,nan,False,0
2,2,37,4148.029845466831,20,147.30673271946569,False,False,NONE,nan,nan,False,0
2,2,38,4116.599809295637,20,135.31777351139516,False,False,NONE,nan,nan,False,0
2,2,39,4119.475919210092,20,115.92013670181314,False,False,NONE,nan,nan,False,0
2,2,40,4118.533656197718,20,106.75430411635764,False,False,NONE,nan,nan,False,0
2,2,41,3986.5353017897696,20,114.34792804268399,False,False,NONE,nan,nan,False,0
2,2,42,3982.846079140994,20,118.16514133720604,False,False,NONE,nan,nan,False,0
2,2,43,3755.6333914944007,20,146.81769805964487,False,False,NONE,nan,nan,False,0
2,2,44,3725.5087302247643,20,168.87527385891218,False,False,NONE,nan,nan,False,0
2,2,45,3618.07501647126,20,194.90244236301226,False,False,NONE,nan,nan,False,0
2,2,46,3466.044103506467,20,228.98700694661173,False,False,NONE,nan,nan,False,0
2,2,47,3405.5885455461894,20,260.2911027258052,False,False,NONE,nan,nan,False,0
2,2,48,3356.5277134252956,20,286.28564285121473,False,False,NONE,nan,nan,False,0
2,2,49,3358.806810917104,20,304.76551634379086,False,False,NONE,nan,nan,False,0
2,2,50,3376.539874196914,20,315.5328449431187,False,False,NONE,nan,nan,False,0
2,2,51,3377.649781109828,20,326.3862209553111,False,False,NONE,nan,nan,False,0
2,2,52,3377.5959144278895,20,332.5810956023984,False,False,NONE,nan,nan,False,0
2,2,53,3288.0540239631923,20,339.67882890070194,False,False,NONE,nan,nan,False,0
2,2,54,3295.250617253352,20,340.62794912706306,False,False,NONE,nan,nan,False,0
2,2,55,3299.931403379859,20,335.8780382845124,False,False,NONE,nan,nan,False,0
2,2,56,3294.380823429512,20,326.10967764770714,False,False,NONE,nan,nan,False,0
2,2,57,3299.485796900855,20,309.8870524893875,False,False,NONE,nan,nan,False,0
2,2,58,3289.5717865173656,20,290.2056787566402,False,False,NONE,nan,nan,False,0
2,2,59,3320.2571213546103,20,261.18070587372046,False,False,NONE,nan,nan,False,0
2,2,60,3321.008653931874,20,221.5159171805131,False,False,NONE,nan,nan,False,0
2,2,61,3337.4126228287,20,186.78873354028462,False,False,NONE,nan,nan,False,0
2,2,62,3126.001686124378,20,148.87162190067966,False,False,NONE,nan,nan,False,0
2,2,63,3118.5910184826866,20,133.39576484395812,False,False,NONE,nan,nan,False,0
2,2,64,3087.547397970392,20,115.48783974393534,False,False,NONE,nan,nan,False,0
2,2,65,3087.6813903118086,20,104.53844628335958,False,False,NONE,nan,nan,False,0
2,2,66,3091.104109155168,20,105.65309890708298,False,False,NONE,nan,nan,False,0
2,2,67,3091.247490422271,20,108.46777146892497,False,False,NONE,nan,nan,False,0
2,2,68,3085.3152433507703,20,112.40091132229956,False,False,NONE,nan,nan,False,0
2,2,69,3072.2051862470234,20,115.35812498841508,False,False,NONE,nan,nan,False,0
2,2,70,3068.8284727788805,20,115.55330198118523,False,False,NONE,nan,nan,False,0
2,2,71,3050.6259412650593,20,114.72146123386165,False,False,NONE,nan,nan,False,0
2,2,72,3046.4338137883333,20,111.76952983585797,False,False,NONE,nan,nan,False,0
2,2,73,3021.518349907634,20,114.37392932104596,False,False,NONE,nan,nan,False,0
2,2,74,3022.3821196639074,20,114.91919065303166,False,False,NONE,nan,nan,False,0
2,2,75,3021.4750094359015,20,113.56788845946042,False,False,NONE,nan,nan,False,0
2,2,76,3023.099961705899,20,110.80289205625094,False,False,NONE,nan,nan,False,0
2,2,77,3016.301439649994,20,106.11839782552775,False,False,NONE,nan,nan,False,0
2,2,78,2974.390357898764,20,102.34921487897424,False,False,NONE,nan,nan,False,0
2,2,79,2975.0405918262177,20,92.21660731072829,False,False,NONE,nan,nan,False,0
2,2,80,2978.9705881050595,20,76.69983015156058,False,False,NONE,nan,nan,False,0
2,2,81,2969.7686663025956,20,47.7592084207467,False,False,NONE,nan,nan,False,0
2,2,82,2951.356637557099,20,48.37346549065004,False,False,NONE,nan,nan,False,0
2,2,83,2934.3358684579466,20,49.619044110215576,False,False,NONE,nan,nan,False,0
2,2,84,2936.2593478706217,20,51.53285916029764,False,False,NONE,nan,nan,False,0
2,2,85,2932.3530366087625,20,52.57968594759289,False,False,NONE,nan,nan,False,0
2,2,86,2936.333887736878,20,51.92246031295312,False,False,NONE,nan,nan,False,0
2,2,87,2936.259719263891,20,50.066013879212996,False,False,NONE,nan,nan,False,0
2,2,88,2936.3583287776282,20,47.4857704668304,False,False,NONE,nan,nan,False,0
