run_id,timestamp,function_name,instance_name,instance_id,scale,run_number,dimension,n_clients,n_hubs,seed,pop,max_iter,best_fitness,base_cost,feasible_best_solution,violation_total,lime_enabled,diagnosis_count,stagnation_events,final_fe,stop_reason,elapsed_seconds
run-2026-06-14-02-51-54,2026-06-14T02:51:54Z,S03.json,S03.json,S03,Small,1,20,20,8,5743,20,99,23756.855542763216,262.2795058059414,0,2.3494576036957273,1,64,3,1524,max_fes,1.09160400001565
run-2026-06-14-02-51-54,2026-06-14T02:51:54Z,S03.json,S03.json,S03,Small,2,20,20,8,5744,20,99,10248.669986718944,248.66998671894402,0,1.0,1,32,3,1524,max_fes,0.6605890830105636
