run_id,timestamp,function_name,dimension,iteration,event,fe,sfes,min_sfes,last_improvement_fe,warmup_active,warmup_fes,restart_attempted,restart_executed,restart_blocked_by_cooldown,restart_source,restart_feature,restart_feature_score,restart_count,restart_cooldown_fes,restart_cooldown_remaining_fes,lime_triggered,lime_trigger_source,run_number
run-2026-06-14-02-51-54,2026-06-14T02:51:54Z,S01.json,20,2,warmup_completed,80,0,60,80,0,75,0,0,0,none,,0.0,0,60,0,0,none,1
run-2026-06-14-02-51-54,2026-06-14T02:51:54Z,S01.json,20,4,stagnation_start,140,60,60,80,0,75,0,0,0,none,,0.0,0,60,0,0,none,1
run-2026-06-14-02-51-54,2026-06-14T02:51:54Z,S01.json,20,4,restart_executed,142,60,60,80,0,75,1,1,0,random_fallback,distance_to_elite,0.20957474147269298,2,60,60,1,stagnation_start,1
run-2026-06-14-02-51-54,2026-06-14T02:51:54Z,S01.json,20,2,warmup_completed,80,30,60,50,0,75,0,0,0,none,,0.0,0,60,0,0,none,2
run-2026-06-14-02-51-54,2026-06-14T02:51:54Z,S01.json,20,3,stagnation_start,110,60,60,50,0,75,0,0,0,none,,0.0,0,60,0,0,none,2
run-2026-06-14-02-51-54,2026-06-14T02:51:54Z,S01.json,20,3,restart_executed,112,60,60,50,0,75,1,1,0,random_fallback,,0.0,2,60,60,0,none,2
run-2026-06-14-02-51-54,2026-06-14T02:51:54Z,S01.json,20,8,recovered,262,0,60,262,0,75,0,0,0,none,,0.0,0,60,0,0,none,2
run-2026-06-14-02-51-54,2026-06-14T02:51:54Z,S01.json,20,10,stagnation_start,322,60,60,262,0,75,0,0,0,none,,0.0,0,60,0,0,none,2
run-2026-06-14-02-51-54,2026-06-14T02:51:54Z,S01.json,20,10,restart_executed,324,60,60,262,0,75,1,1,0,random_fallback,mag_levy_mean,0.1991152342442244,2,60,60,1,stagnation_start,2
run-2026-06-14-02-51-54,2026-06-14T02:51:54Z,S01.json,20,29,recovered,894,0,60,894,0,75,0,0,0,none,,0.0,0,60,0,0,none,2
run-2026-06-14-02-51-54,2026-06-14T02:51:54Z,S01.json,20,31,stagnation_start,954,60,60,894,0,75,0,0,0,none,,0.0,0,60,0,0,none,2
run-2026-06-14-02-51-54,2026-06-14T02:51:54Z,S01.json,20,31,restart_executed,956,60,60,894,0,75,1,1,0,random_fallback,mag_levy_mean,0.1539504271362963,2,60,60,1,stagnation_start,2
