job_id,algorithm,instance_name,scale,max_fes,status,attempts,return_code,run_dir,log_file
SHOA_S01_fes1500,SHOA,S01.json,S,1500,completed,1,0,/Users/maximilianoaguirre/Desktop/SHOA-Thesis/Final-Implementation/experiments/mlpap_parallel_smoke/raw/SHOA/S01_fes1500/run-2026-06-14-02-51-53,/Users/maximilianoaguirre/Desktop/SHOA-Thesis/Final-Implementation/experiments/mlpap_parallel_smoke/logs/SHOA_S01_fes1500.attempt1.log
SHOA-COMBINED_S01_fes1500,SHOA-COMBINED,S01.json,S,1500,completed,1,0,/Users/maximilianoaguirre/Desktop/SHOA-Thesis/Final-Implementation/experiments/mlpap_parallel_smoke/raw/SHOA-COMBINED/S01_fes1500/run-2026-06-14-02-51-54,/Users/maximilianoaguirre/Desktop/SHOA-Thesis/Final-Implementation/experiments/mlpap_parallel_smoke/logs/SHOA-COMBINED_S01_fes1500.attempt1.log
SHOA_S02_fes1500,SHOA,S02.json,S,1500,completed,1,0,/Users/maximilianoaguirre/Desktop/SHOA-Thesis/Final-Implementation/experiments/mlpap_parallel_smoke/raw/SHOA/S02_fes1500/run-2026-06-14-02-51-53,/Users/maximilianoaguirre/Desktop/SHOA-Thesis/Final-Implementation/experiments/mlpap_parallel_smoke/logs/SHOA_S02_fes1500.attempt1.log
SHOA-COMBINED_S02_fes1500,SHOA-COMBINED,S02.json,S,1500,completed,1,0,/Users/maximilianoaguirre/Desktop/SHOA-Thesis/Final-Implementation/experiments/mlpap_parallel_smoke/raw/SHOA-COMBINED/S02_fes1500/run-2026-06-14-02-51-54,/Users/maximilianoaguirre/Desktop/SHOA-Thesis/Final-Implementation/experiments/mlpap_parallel_smoke/logs/SHOA-COMBINED_S02_fes1500.attempt1.log
SHOA_S03_fes1500,SHOA,S03.json,S,1500,completed,1,0,/Users/maximilianoaguirre/Desktop/SHOA-Thesis/Final-Implementation/experiments/mlpap_parallel_smoke/raw/SHOA/S03_fes1500/run-2026-06-14-02-51-53,/Users/maximilianoaguirre/Desktop/SHOA-Thesis/Final-Implementation/experiments/mlpap_parallel_smoke/logs/SHOA_S03_fes1500.attempt1.log
SHOA-COMBINED_S03_fes1500,SHOA-COMBINED,S03.json,S,1500,completed,1,0,/Users/maximilianoaguirre/Desktop/SHOA-Thesis/Final-Implementation/experiments/mlpap_parallel_smoke/raw/SHOA-COMBINED/S03_fes1500/run-2026-06-14-02-51-54,/Users/maximilianoaguirre/Desktop/SHOA-Thesis/Final-Implementation/experiments/mlpap_parallel_smoke/logs/SHOA-COMBINED_S03_fes1500.attempt1.log
SHOA_M01_fes2000,SHOA,M01.json,M,2000,completed,1,0,/Users/maximilianoaguirre/Desktop/SHOA-Thesis/Final-Implementation/experiments/mlpap_parallel_smoke/raw/SHOA/M01_fes2000/run-2026-06-14-02-51-54,/Users/maximilianoaguirre/Desktop/SHOA-Thesis/Final-Implementation/experiments/mlpap_parallel_smoke/logs/SHOA_M01_fes2000.attempt1.log
SHOA-COMBINED_M01_fes2000,SHOA-COMBINED,M01.json,M,2000,completed,1,0,/Users/maximilianoaguirre/Desktop/SHOA-Thesis/Final-Implementation/experiments/mlpap_parallel_smoke/raw/SHOA-COMBINED/M01_fes2000/run-2026-06-14-02-51-56,/Users/maximilianoaguirre/Desktop/SHOA-Thesis/Final-Implementation/experiments/mlpap_parallel_smoke/logs/SHOA-COMBINED_M01_fes2000.attempt1.log
