instance_name,scale,max_fes_budget,SHOA_mean,SHOA-COMBINED_mean,SHOA_rank,SHOA-COMBINED_rank
M01.json,M,2000,60995.6378503068,40372.84667160225,2.0,1.0
S01.json,S,1500,10247.372738154305,5229.320400977828,2.0,1.0
S02.json,S,1500,15282.168805808193,10271.039186026443,2.0,1.0
