run_id,timestamp,function_name,instance_name,instance_id,scale,run_number,dimension,n_clients,n_hubs,seed,pop,max_iter,best_fitness,base_cost,feasible_best_solution,violation_total,lime_enabled,diagnosis_count,stagnation_events,final_fe,stop_reason,elapsed_seconds
run-2026-06-14-02-51-56,2026-06-14T02:51:56Z,M01.json,M01.json,M01,Medium,1,50,50,15,3699,20,116,19551.492096493435,792.888772000351,0,1.8758603324493084,1,128,7,2008,max_fes,2.536093916016398
run-2026-06-14-02-51-56,2026-06-14T02:51:56Z,M01.json,M01.json,M01,Medium,2,50,50,15,3700,20,116,39551.5624114447,792.9590869516201,0,3.8758603324493084,1,96,5,2006,max_fes,1.9174979999952484
