run_id,timestamp,function_name,instance_name,run_number,iteration,best_fitness_so_far,fe_estimate
run-2026-06-14-02-51-53,2026-06-14T02:51:53Z,S01.json,S01.json,1,1,10252.799237388392,30
run-2026-06-14-02-51-53,2026-06-14T02:51:53Z,S01.json,S01.json,1,2,10252.799237388392,61
run-2026-06-14-02-51-53,2026-06-14T02:51:53Z,S01.json,S01.json,1,3,10245.72774750826,91
run-2026-06-14-02-51-53,2026-06-14T02:51:53Z,S01.json,S01.json,1,4,10245.72774750826,122
run-2026-06-14-02-51-53,2026-06-14T02:51:53Z,S01.json,S01.json,1,5,10245.72774750826,152
run-2026-06-14-02-51-53,2026-06-14T02:51:53Z,S01.json,S01.json,1,6,10245.72774750826,182
run-2026-06-14-02-51-53,2026-06-14T02:51:53Z,S01.json,S01.json,1,7,10245.72774750826,213
run-2026-06-14-02-51-53,2026-06-14T02:51:53Z,S01.json,S01.json,1,8,10245.72774750826,243
run-2026-06-14-02-51-53,2026-06-14T02:51:53Z,S01.json,S01.json,1,9,10245.72774750826,274
run-2026-06-14-02-51-53,2026-06-14T02:51:53Z,S01.json,S01.json,1,10,10245.72774750826,304
run-2026-06-14-02-51-53,2026-06-14T02:51:53Z,S01.json,S01.json,1,11,10245.72774750826,334
run-2026-06-14-02-51-53,2026-06-14T02:51:53Z,S01.json,S01.json,1,12,10245.72774750826,365
run-2026-06-14-02-51-53,2026-06-14T02:51:53Z,S01.json,S01.json,1,13,10245.72774750826,395
run-2026-06-14-02-51-53,2026-06-14T02:51:53Z,S01.json,S01.json,1,14,10245.72774750826,426
run-2026-06-14-02-51-53,2026-06-14T02:51:53Z,S01.json,S01.json,1,15,10245.72774750826,456
run-2026-06-14-02-51-53,2026-06-14T02:51:53Z,S01.json,S01.json,1,16,10245.72774750826,487
run-2026-06-14-02-51-53,2026-06-14T02:51:53Z,S01.json,S01.json,1,17,10245.72774750826,517
run-2026-06-14-02-51-53,2026-06-14T02:51:53Z,S01.json,S01.json,1,18,10245.72774750826,547
run-2026-06-14-02-51-53,2026-06-14T02:51:53Z,S01.json,S01.json,1,19,10245.72774750826,578
run-2026-06-14-02-51-53,2026-06-14T02:51:53Z,S01.json,S01.json,1,20,10245.72774750826,608
run-2026-06-14-02-51-53,2026-06-14T02:51:53Z,S01.json,S01.json,1,21,10245.72774750826,639
run-2026-06-14-02-51-53,2026-06-14T02:51:53Z,S01.json,S01.json,1,22,10245.72774750826,669
run-2026-06-14-02-51-53,2026-06-14T02:51:53Z,S01.json,S01.json,1,23,10245.72774750826,699
run-2026-06-14-02-51-53,2026-06-14T02:51:53Z,S01.json,S01.json,1,24,10245.72774750826,730
run-2026-06-14-02-51-53,2026-06-14T02:51:53Z,S01.json,S01.json,1,25,10245.72774750826,760
run-2026-06-14-02-51-53,2026-06-14T02:51:53Z,S01.json,S01.json,1,26,10245.72774750826,791
run-2026-06-14-02-51-53,2026-06-14T02:51:53Z,S01.json,S01.json,1,27,10245.72774750826,821
run-2026-06-14-02-51-53,2026-06-14T02:51:53Z,S01.json,S01.json,1,28,10245.72774750826,851
run-2026-06-14-02-51-53,2026-06-14T02:51:53Z,S01.json,S01.json,1,29,10245.72774750826,882
run-2026-06-14-02-51-53,2026-06-14T02:51:53Z,S01.json,S01.json,1,30,10245.72774750826,912
run-2026-06-14-02-51-53,2026-06-14T02:51:53Z,S01.json,S01.json,1,31,10245.72774750826,943
run-2026-06-14-02-51-53,2026-06-14T02:51:53Z,S01.json,S01.json,1,32,10245.72774750826,973
run-2026-06-14-02-51-53,2026-06-14T02:51:53Z,S01.json,S01.json,1,33,10245.72774750826,1003
run-2026-06-14-02-51-53,2026-06-14T02:51:53Z,S01.json,S01.json,1,34,10245.72774750826,1034
run-2026-06-14-02-51-53,2026-06-14T02:51:53Z,S01.json,S01.json,1,35,10245.72774750826,1064
run-2026-06-14-02-51-53,2026-06-14T02:51:53Z,S01.json,S01.json,1,36,10245.72774750826,1095
run-2026-06-14-02-51-53,2026-06-14T02:51:53Z,S01.json,S01.json,1,37,10245.72774750826,1125
run-2026-06-14-02-51-53,2026-06-14T02:51:53Z,S01.json,S01.json,1,38,10245.72774750826,1156
run-2026-06-14-02-51-53,2026-06-14T02:51:53Z,S01.json,S01.json,1,39,10245.72774750826,1186
run-2026-06-14-02-51-53,2026-06-14T02:51:53Z,S01.json,S01.json,1,40,10245.72774750826,1216
run-2026-06-14-02-51-53,2026-06-14T02:51:53Z,S01.json,S01.json,1,41,10245.72774750826,1247
run-2026-06-14-02-51-53,2026-06-14T02:51:53Z,S01.json,S01.json,1,42,10245.72774750826,1277
run-2026-06-14-02-51-53,2026-06-14T02:51:53Z,S01.json,S01.json,1,43,10245.72774750826,1308
run-2026-06-14-02-51-53,2026-06-14T02:51:53Z,S01.json,S01.json,1,44,10245.72774750826,1338
run-2026-06-14-02-51-53,2026-06-14T02:51:53Z,S01.json,S01.json,1,45,10245.72774750826,1368
run-2026-06-14-02-51-53,2026-06-14T02:51:53Z,S01.json,S01.json,1,46,10245.72774750826,1399
run-2026-06-14-02-51-53,2026-06-14T02:51:53Z,S01.json,S01.json,1,47,10245.72774750826,1429
run-2026-06-14-02-51-53,2026-06-14T02:51:53Z,S01.json,S01.json,1,48,10245.72774750826,1460
run-2026-06-14-02-51-53,2026-06-14T02:51:53Z,S01.json,S01.json,1,49,10245.72774750826,1490
run-2026-06-14-02-51-53,2026-06-14T02:51:53Z,S01.json,S01.json,2,1,20266.988511867872,30
run-2026-06-14-02-51-53,2026-06-14T02:51:53Z,S01.json,S01.json,2,2,10252.852328208379,61
run-2026-06-14-02-51-53,2026-06-14T02:51:53Z,S01.json,S01.json,2,3,10252.852328208379,91
run-2026-06-14-02-51-53,2026-06-14T02:51:53Z,S01.json,S01.json,2,4,10252.852328208379,122
run-2026-06-14-02-51-53,2026-06-14T02:51:53Z,S01.json,S01.json,2,5,10252.852328208379,152
run-2026-06-14-02-51-53,2026-06-14T02:51:53Z,S01.json,S01.json,2,6,10252.852328208379,182
run-2026-06-14-02-51-53,2026-06-14T02:51:53Z,S01.json,S01.json,2,7,10252.852328208379,213
run-2026-06-14-02-51-53,2026-06-14T02:51:53Z,S01.json,S01.json,2,8,10252.852328208379,243
