run_id,timestamp,function_name,instance_name,run_number,seed,dimension,hubs,pop,max_iter,best_fitness,base_cost,feasible_best_solution,overflow_total,distance_violation,fes_used,elapsed_seconds
run-2026-05-23-05-06-18,2026-05-23T05:06:18Z,1.instancia_simple.txt,1.instancia_simple.txt,1,1973,6,3,10,12,89.0,89.0,1,0,0.0,190,0.007978125002409797
