run_id,timestamp,function_name,instance_name,instance_id,scale,run_number,seed,n_clients,n_hubs,pop,max_iter,best_fitness,base_cost,feasible_best_solution,violation_total,fes_used,elapsed_seconds
run-2026-06-14-02-48-37,2026-06-14T02:48:37Z,S01.json,S01.json,S01,Small,1,9803,20,8,20,49,10252.371207359996,252.3712073599957,0,1.0,1490,0.17656375002115965
run-2026-06-14-02-48-37,2026-06-14T02:48:37Z,S01.json,S01.json,S01,Small,2,9804,20,8,20,49,10242.374268948613,242.3742689486126,0,1.0,1490,0.16820383298909292
