run_id,timestamp,function_name,instance_name,instance_id,scale,run_number,dimension,n_clients,n_hubs,seed,pop,max_iter,best_fitness,base_cost,feasible_best_solution,violation_total,lime_enabled,diagnosis_count,stagnation_events,final_fe,stop_reason,elapsed_seconds
run-2026-06-14-02-48-46,2026-06-14T02:48:46Z,M01.json,M01.json,M01,Medium,1,50,50,15,7579,20,116,54927.05224446312,805.7755890777373,0,5.412127665538538,1,32,1,2002,max_fes,1.0802214590075891
run-2026-06-14-02-48-46,2026-06-14T02:48:46Z,M01.json,M01.json,M01,Medium,2,50,50,15,7580,20,116,25818.641098741376,797.7247372556928,0,2.5020916361485686,1,128,9,2010,max_fes,2.7297633750131354
