run_id,timestamp,function_name,instance_name,run_number,seed,dimension,hubs,particles,max_iter,best_fitness,base_cost,feasible_best_solution,overflow_total,distance_violation,fes_used,elapsed_seconds
run-2026-05-23-05-11-46,2026-05-23T05:11:46Z,1.instancia_simple.txt,1.instancia_simple.txt,1,3418,6,3,12,12,89.0,89.0,1,0,0.0,156,0.03923154200310819
