instance_name,max_fes_budget,SHOA_mean,PSO_mean,SHOA_rank,PSO_rank
S01.json,1500,10246.138838343208,10230.47932499068,2.0,1.0
S02.json,1500,10271.94591896582,10261.18760471091,2.0,1.0
