run_id,timestamp,function_name,function_id,dimension,run_number,seed,particles,max_iter,best_fitness,fes_used,elapsed_seconds,best_position
run-2026-05-23-05-04-34,2026-05-23T05:04:34Z,F12022,1,10,1,1043,12,10,4986.447629144276,132,0.022589665997656994,-8.16851204e+01;5.30072917e+00;2.11506629e+01;5.28338960e+01;-2.82449032e+01;-9.90276502e+00;2.89244942e+01;1.79764592e+01;-5.91069096e+01;-3.21505251e+01
