run_id,timestamp,function_name,function_id,dimension,run_number,seed,pop,max_iter,best_fitness,fes_used,elapsed_seconds,best_position
run-2026-05-23-05-04-22,2026-05-23T05:04:22Z,F12022,1,10,1,1043,10,10,7802.590282299403,160,0.004680582998844329,-3.85244161e+01;1.73938650e+01;2.68822575e+01;2.41336042e+01;-2.13976597e+01;2.47055299e+01;-4.94310173e+00;-1.61445508e+01;1.14351634e+00;-7.78987730e+00
