run_id,timestamp,function_name,dimension,run_number,seed,best_fitness,diagnoses_count,lime_contribution_rows,stagnation_events,final_fe,max_fes,stop_reason,elapsed_sec
run-2026-05-23-05-11-55,2026-05-23T05:11:55Z,F1,10,1,1043,4880.016715684533,2,64,3,192,190,max_fes,0.8103232919966104
