run_id,timestamp,function_name,instance_name,instance_id,scale,run_number,seed,n_clients,n_hubs,pop,max_iter,best_fitness,base_cost,feasible_best_solution,violation_total,fes_used,elapsed_seconds
run-2026-06-14-02-51-54,2026-06-14T02:51:54Z,M01.json,M01.json,M01,Medium,1,6134,50,15,20,66,10799.089312466102,799.0893124661009,0,1.0,2000,0.6810726249823347
run-2026-06-14-02-51-54,2026-06-14T02:51:54Z,M01.json,M01.json,M01,Medium,2,6135,50,15,20,66,19573.581473082264,814.9781485891801,0,1.8758603324493084,2000,0.6578231670137029
