run_id,timestamp,function_name,dimension,run_number,seed,best_fitness,diagnoses_count,lime_contribution_rows,stagnation_events,final_fe,max_fes,stop_reason,elapsed_sec
run-2026-05-23-05-15-47,2026-05-23T05:15:47Z,F1,10,1,1043,9610.951420545596,1,32,1,131,130,max_fes,0.3778519170009531
