run_id,timestamp,function_name,dimension,iteration,event,fe,sfes,min_sfes,last_improvement_fe,warmup_active,warmup_fes,restart_attempted,restart_executed,restart_blocked_by_cooldown,restart_source,restart_feature,restart_feature_score,restart_count,restart_cooldown_fes,restart_cooldown_remaining_fes,lime_triggered,lime_trigger_source,run_number
run-2026-06-14-02-51-54,2026-06-14T02:51:54Z,S02.json,20,2,warmup_completed,80,30,60,50,0,75,0,0,0,none,,0.0,0,60,0,0,none,1
run-2026-06-14-02-51-54,2026-06-14T02:51:54Z,S02.json,20,7,stagnation_start,230,60,60,170,0,75,0,0,0,none,,0.0,0,60,0,0,none,1
run-2026-06-14-02-51-54,2026-06-14T02:51:54Z,S02.json,20,7,restart_executed,232,60,60,170,0,75,1,1,0,random_fallback,delta_position_norm,0.20018899628107714,2,60,60,1,stagnation_start,1
run-2026-06-14-02-51-54,2026-06-14T02:51:54Z,S02.json,20,31,recovered,952,0,60,952,0,75,0,0,0,none,,0.0,0,60,0,0,none,1
run-2026-06-14-02-51-54,2026-06-14T02:51:54Z,S02.json,20,33,stagnation_start,1012,60,60,952,0,75,0,0,0,none,,0.0,0,60,0,0,none,1
run-2026-06-14-02-51-54,2026-06-14T02:51:54Z,S02.json,20,33,restart_executed,1014,60,60,952,0,75,1,1,0,random_fallback,delta_position_norm,0.2648254779420987,2,60,60,1,stagnation_start,1
run-2026-06-14-02-51-54,2026-06-14T02:51:54Z,S02.json,20,2,stagnation_start,80,60,60,20,0,75,0,0,0,none,,0.0,0,60,0,0,none,2
run-2026-06-14-02-51-54,2026-06-14T02:51:54Z,S02.json,20,2,warmup_completed,80,60,60,20,0,75,0,0,0,none,,0.0,0,60,0,0,none,2
run-2026-06-14-02-51-54,2026-06-14T02:51:54Z,S02.json,20,2,restart_executed,82,60,60,20,0,75,1,1,0,random_fallback,,0.0,2,60,60,0,none,2
run-2026-06-14-02-51-54,2026-06-14T02:51:54Z,S02.json,20,6,recovered,202,0,60,202,0,75,0,0,0,none,,0.0,0,60,0,0,none,2
run-2026-06-14-02-51-54,2026-06-14T02:51:54Z,S02.json,20,12,stagnation_start,382,60,60,322,0,75,0,0,0,none,,0.0,0,60,0,0,none,2
run-2026-06-14-02-51-54,2026-06-14T02:51:54Z,S02.json,20,12,restart_executed,384,60,60,322,0,75,1,1,0,random_fallback,delta_position_norm,0.19314214335505428,2,60,60,1,stagnation_start,2
