run_id,timestamp,function_name,instance_name,instance_id,scale,run_number,dimension,n_clients,n_hubs,seed,pop,max_iter,best_fitness,base_cost,feasible_best_solution,violation_total,lime_enabled,diagnosis_count,stagnation_events,final_fe,stop_reason,elapsed_seconds
run-2026-06-14-02-51-54,2026-06-14T02:51:54Z,S02.json,S02.json,S02,Small,1,20,20,8,4330,20,99,10271.039186026443,271.0391860264434,0,1.0,1,64,3,1524,max_fes,1.1447567499999423
run-2026-06-14-02-51-54,2026-06-14T02:51:54Z,S02.json,S02.json,S02,Small,2,20,20,8,4331,20,99,10271.039186026443,271.0391860264434,0,1.0,1,32,3,1524,max_fes,0.71097529202234
